username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;imagelinks
maddylikesdance;2014-06-30 07:22;0;0;"#selfiesunday #badselfie pic.twitter.com/alp6rKH4W7";;;#selfiesunday #badselfie;"483427769070542848";https://twitter.com/maddylikesdance/status/483427769070542848;https://pbs.twimg.com/media/BrV6_ncCEAAlFwF.jpg 
grettybetty;2014-06-30 03:59;0;0;"“ @AnthonyHotels : Selfie gone wrong! #badselfie pic.twitter.com/agLSjYnZMu ” Nice dome. Not everyone can rock that.";Texas, USA;@AnthonyHotels;#badselfie;"483376818678808576";https://twitter.com/grettybetty/status/483376818678808576;https://pbs.twimg.com/media/BrU9AIWIcAAb-gL.jpg 
ccie12933;2014-06-30 02:59;2;4;""Collect all 6 pieces and you'll have a complete pic of Anthony!" RT @AnthonyHotels : Selfie gone wrong! #badselfie pic.twitter.com/aL1KF2j8mu";;@AnthonyHotels;#badselfie;"483361715363397633";https://twitter.com/ccie12933/status/483361715363397633;https://pbs.twimg.com/media/BrU9AIWIcAAb-gL.jpg 
AnthonyHotels;2014-06-30 02:51;1;39;"Selfie gone wrong! #badselfie pic.twitter.com/QDsUSItLCe";;;#badselfie;"483359607658905602";https://twitter.com/AnthonyHotels/status/483359607658905602;https://pbs.twimg.com/media/BrU9AIWIcAAb-gL.jpg 
SavannaRockerQ;2014-06-29 18:33;0;0;"#badselfie if or bad at it just leave it pic.twitter.com/OEmIj3g3KX";;;#badselfie;"483234208283127809";https://twitter.com/SavannaRockerQ/status/483234208283127809;https://pbs.twimg.com/media/BrTK80qIcAEmEqM.jpg 
KimKubisch;2014-06-29 06:58;1;0;"Made it to the tree bar. #badselfie pic.twitter.com/GXsrYaK3gt";;;#badselfie;"483059416342614017";https://twitter.com/KimKubisch/status/483059416342614017;https://pbs.twimg.com/media/BrQr-nbCIAAQVRC.jpg 
scumbag_ebooks;2014-06-29 04:18;0;7;"So punk rock it hurts. #badselfie pic.twitter.com/X8pLdZ6kpP";;;#badselfie;"483019049945677825";https://twitter.com/scumbag_ebooks/status/483019049945677825;https://pbs.twimg.com/media/BrQHQtSCQAAi0tf.jpg 
victowiaf;2014-06-28 10:41;0;0;"#BadSelfie pic.twitter.com/VNBFlSQen5";;;#BadSelfie;"482753168393379840";https://twitter.com/victowiaf/status/482753168393379840;https://pbs.twimg.com/media/BrMVcMEIcAAnE8F.jpg 
Zaysmallman;2014-06-28 08:30;1;4;"#badselfie #waypaver launch party with @tim_mahla @JackStuder @MrsRobinson1010 pic.twitter.com/ExqRDRA8Rc";;@tim_mahla @JackStuder @MrsRobinson1010;#badselfie #waypaver;"482720137301078016";https://twitter.com/Zaysmallman/status/482720137301078016;https://pbs.twimg.com/media/BrL3aA0CAAAgFT5.jpg 
HolyFuckTroyler;2014-06-28 06:01;0;0;"Maybe I look like a drunk person but no I'm just tired as hell sorry #badselfie pic.twitter.com/TYvl0J69px";;;#badselfie;"482682712835502080";https://twitter.com/HolyFuckTroyler/status/482682712835502080;https://pbs.twimg.com/media/BrLVXiiIIAACUw5.jpg https://pbs.twimg.com/media/BrLVXlgIYAAxmlL.jpg 
Jamesbmclaren;2014-06-28 01:28;0;5;"@TeamMcLaren @JensonButton #badselfie but very proud to be part of #Pinkforpapa pic.twitter.com/fZOML6IOG7";;@TeamMcLaren @JensonButton;#badselfie #Pinkforpapa;"482613955341598721";https://twitter.com/Jamesbmclaren/status/482613955341598721;https://pbs.twimg.com/media/BrKW1XoCEAIm0WY.jpg 
LIPSappIndie;2014-06-27 18:36;0;0;"http:// ift.tt/1iBunte You can’t disguise sad eyes. #me #selfie #badselfie #uglyselfie #ugly #sadeyes #song #cr ... pic.twitter.com/e5n9bnjuWk";;;#me #selfie #badselfie #uglyselfie #ugly #sadeyes #song #cr;"482510279126048768";https://twitter.com/LIPSappIndie/status/482510279126048768;https://pbs.twimg.com/media/BrI4itKIgAA7ksY.jpg 
epic_ipock;2014-06-26 22:05;1;4;"Hilligans with the bestest @madisonILkeller #USA #badselfie pic.twitter.com/TIcUAFl9My";;@madisonILkeller;#USA #badselfie;"482200435445743616";https://twitter.com/epic_ipock/status/482200435445743616;https://pbs.twimg.com/media/BrEevYFIAAAPlv7.jpg 
Tempest_Sprite;2014-06-26 20:38;0;0;"#throwbackthursday #BlueHair #BadSelfie basement #renovation days. #procrastination of work that day was the goal. pic.twitter.com/hpcBigxmRa";;;#throwbackthursday #BlueHair #BadSelfie #renovation #procrastination;"482178603098984451";https://twitter.com/Tempest_Sprite/status/482178603098984451;https://pbs.twimg.com/media/BrEK4lGCcAALgmG.jpg 
Tony_Witkowski;2014-06-26 10:12;0;1;"Football cards fo dayz #badselfie pic.twitter.com/7FtGRjbZCi";;;#badselfie;"482020965535084545";https://twitter.com/Tony_Witkowski/status/482020965535084545;https://pbs.twimg.com/media/BrB7g3LCMAI0OXx.jpg 
kingcrawley;2014-06-26 02:00;0;0;"Tot is a good day;) #100dayshappy #badselfie #dontcare pic.twitter.com/P3z2dPgYrV";;;#100dayshappy #badselfie #dontcare;"481897357861453824";https://twitter.com/kingcrawley/status/481897357861453824;https://pbs.twimg.com/media/BrALF6RIMAAfb2Q.jpg 
HaMmY2502;2014-06-25 23:17;0;1;"Need to get this running thing back in track... 4 miles and my lungs are burning! #BadSelfie pic.twitter.com/fz47AqVEsX";;;#BadSelfie;"481856322967576576";https://twitter.com/HaMmY2502/status/481856322967576576;https://pbs.twimg.com/media/Bq_lxV0CYAIldaa.jpg 
emmiadkins;2014-06-25 17:46;0;5;"Bad selfie! #badselfie #selfie #SOJMC #SOJMCWorkshop14 #marshall #turnt pic.twitter.com/2F3TBEI27q";;;#badselfie #selfie #SOJMC #SOJMCWorkshop14 #marshall #turnt;"481772884961267712";https://twitter.com/emmiadkins/status/481772884961267712;https://pbs.twimg.com/media/Bq-ZrGPCAAIni-m.jpg 
smarsh91;2014-06-25 06:42;0;0;"#Badselfie of me from earlier at #NHLAwards red carpet. pic.twitter.com/AsM0O6t33k";;;#Badselfie #NHLAwards;"481605711059619840";https://twitter.com/smarsh91/status/481605711059619840;https://pbs.twimg.com/media/Bq8B16WCMAEf4Dr.jpg 
QuentinVSL;2014-06-24 16:25;0;0;"My hair is perfect like this #sarcasm @sarcassmlol #badselfie #goodmorning pic.twitter.com/Ltd9E66Otz";Temse, België;@sarcassmlol;#sarcasm #badselfie #goodmorning;"481390200934121472";https://twitter.com/QuentinVSL/status/481390200934121472;https://pbs.twimg.com/media/Bq491iKIYAAYkyH.jpg 
AnyaKress;2014-06-24 06:15;1;4;"#uiowa14 #group6 #badselfie pic.twitter.com/JIexDAs1j8";;;#uiowa14 #group6 #badselfie;"481236655873871874";https://twitter.com/AnyaKress/status/481236655873871874;https://pbs.twimg.com/media/Bq2yLz0CYAAwEM5.jpg 
lollybooxox;2014-06-23 15:05;0;1;"Old holiday snap queen of bad selfies look like an ogre love my harry styles top TBF #BadSelfie #HarryStyles pic.twitter.com/xIIemZdj6b";;;#BadSelfie #HarryStyles;"481007514449092608";https://twitter.com/lollybooxox/status/481007514449092608;https://pbs.twimg.com/media/BqzhyNFCcAEzLGB.jpg 
Zaysmallman;2014-06-23 04:55;0;0;"#badselfie #WorldCup2014 @jharrisonAVL @tedalling pic.twitter.com/EzaWhz8MNj";;@jharrisonAVL @tedalling;#badselfie #WorldCup2014;"480854037378920448";https://twitter.com/Zaysmallman/status/480854037378920448;https://pbs.twimg.com/media/BqxWLqGIEAE4it8.jpg 
lydia_fegan;2014-06-22 23:16;0;0;"#badselfie pic.twitter.com/Rk2U1YJyH9";;;#badselfie;"480768786602422273";https://twitter.com/lydia_fegan/status/480768786602422273;https://pbs.twimg.com/media/BqwIqViIAAA29uq.jpg 
gilbsss;2014-06-22 03:41;0;2;"#badselfie pic.twitter.com/nte3vKhczQ";;;#badselfie;"480473051495026688";https://twitter.com/gilbsss/status/480473051495026688;https://pbs.twimg.com/media/Bqr7scgCEAEdDLT.jpg 
RbCymru;2014-06-22 02:46;0;1;"22 days till the big day..only £40 left till I reach my target!! @TheBritish10k @RAFBF #gym #badselfie pic.twitter.com/EfMZOjotBe";;@TheBritish10k @RAFBF;#gym #badselfie;"480459220979290112";https://twitter.com/RbCymru/status/480459220979290112;https://pbs.twimg.com/media/BqrvHXNCEAEJIup.jpg 
SuperBeardsley;2014-06-21 17:46;0;1;"#Badselfie #funnycat pic.twitter.com/Oio0IEy6jP";;;#Badselfie #funnycat;"480323478596222976";https://twitter.com/SuperBeardsley/status/480323478596222976;https://pbs.twimg.com/media/Bqpzp5ACEAIz49i.jpg 
istx25;2014-06-20 04:07;0;2;"Want the higher quality of MRW #DouglasBestBuyEdition #badselfie pic.twitter.com/0XxWO1O6C0";Abbotsford, British Columbia;;#DouglasBestBuyEdition #badselfie;"479754803417858048";https://twitter.com/istx25/status/479754803417858048;https://pbs.twimg.com/media/Bqhucw4CcAA-In8.jpg 
starluxpro;2014-06-20 02:14;0;1;"#badselfie a shot of me an my #pittie #furbaby #dirty #earcleaning LOL pic.twitter.com/kT5qtfBoxJ";;;#badselfie #pittie #furbaby #dirty #earcleaning;"479726460748316672";https://twitter.com/starluxpro/status/479726460748316672;https://pbs.twimg.com/media/BqhUrIICIAACM4Z.jpg 
Lerena_Berrett;2014-06-20 00:58;0;0;"#rankselfie with these #faggots as we sit down to watch the #EnglandvsUruguay game! #ComeOnEngland #badselfie pic.twitter.com/tqmduzgQ54";;;#rankselfie #faggots #EnglandvsUruguay #ComeOnEngland #badselfie;"479707220352204801";https://twitter.com/Lerena_Berrett/status/479707220352204801;https://pbs.twimg.com/media/BqhDK4aIIAE2LLy.jpg 
JocelynRausten;2014-06-18 21:39;0;2;"The struggle of choosing a filter #badselfie pic.twitter.com/8UVx1ADLel";;;#badselfie;"479294739175337984";https://twitter.com/JocelynRausten/status/479294739175337984;https://pbs.twimg.com/media/BqbMBYFCAAEoj3X.jpg 
lukeyy_xo;2014-06-18 15:08;0;0;"#morningselfie #sunburn #edited #ill #badselfie #hanging #gay pic.twitter.com/YNOaa5Atju";;;#morningselfie #sunburn #edited #ill #badselfie #hanging #gay;"479196569485713409";https://twitter.com/lukeyy_xo/status/479196569485713409;https://pbs.twimg.com/media/BqZyvWOIIAEwmdA.jpg 
OneDIRECTlONews;2014-06-17 08:25;0;0;"ⓒ #cutmyhair #supershort #badselfie #canttakeagoodselfie #selfie #hair #hairstyle #newhait #redhead #red #re ... pic.twitter.com/FSv6rt2TiT";;;#cutmyhair #supershort #badselfie #canttakeagoodselfie #selfie #hair #hairstyle #newhait #redhead #red #re;"478732569371226112";https://twitter.com/OneDIRECTlONews/status/478732569371226112;https://pbs.twimg.com/media/BqTMvDtIIAEuuWt.jpg 
Himanator;2014-06-17 04:47;0;0;"This picture doesn't complement me :) #badselfie pic.twitter.com/1dRB34CDjq";;;#badselfie;"478677897746874368";https://twitter.com/Himanator/status/478677897746874368;https://pbs.twimg.com/media/BqSbAsyIMAA3gYT.jpg 
cclaraas;2014-06-17 04:07;1;4;"#badselfie pic.twitter.com/0rcQw4SfW7";;;#badselfie;"478667783463768066";https://twitter.com/cclaraas/status/478667783463768066;https://pbs.twimg.com/media/BqSRz6HCAAAVwMr.jpg 
CHRISTCAPP;2014-06-16 22:30;5;7;"@AdamRichman knows where to find the best food in #USA @FederalDonuts #PHILLY #badselfie but Richman looks #diesel pic.twitter.com/hgeGQXcpIr";;@AdamRichman @FederalDonuts;#USA #PHILLY #badselfie #diesel;"478582992487866369";https://twitter.com/CHRISTCAPP/status/478582992487866369;https://pbs.twimg.com/media/BqRErzwIAAAOtv9.jpg 
Hasan_Craft_252;2014-06-16 05:04;0;0;"But First Leme Take a Selfie #BadSelfie pic.twitter.com/WiO2mgaSvp";;;#BadSelfie;"478319774745645056";https://twitter.com/Hasan_Craft_252/status/478319774745645056;https://pbs.twimg.com/media/BqNVTP3CYAAbbq4.jpg 
WulffsTweet;2014-06-15 18:18;0;2;"Final 10 min. in @24heuresdumans #lmdk #AudiLeMans #2 #1 #fordchicane #badselfie pic.twitter.com/CsSQQ2PLzP";;@24heuresdumans;#lmdk #AudiLeMans #2 #1 #fordchicane #badselfie;"478157187337158656";https://twitter.com/WulffsTweet/status/478157187337158656;https://pbs.twimg.com/media/BqLBbYYIMAAqQEw.jpg 
ashley_horan01;2014-06-14 22:13;0;0;"Game Day! #softball #badselfie #inahurry pic.twitter.com/n7Mk1y3aa0";;;#softball #badselfie #inahurry;"477853825769160704";https://twitter.com/ashley_horan01/status/477853825769160704;https://pbs.twimg.com/media/BqGthX1IYAAyAEq.jpg 
JasSteff;2014-06-13 18:59;0;0;"Sitting alone in the empty hall, waiting for the time of reckoning (portfolio interview) #ah #badselfie pic.twitter.com/rcvkjNjQpS";;;#ah #badselfie;"477442569215811585";https://twitter.com/JasSteff/status/477442569215811585;https://pbs.twimg.com/media/BqA3fBpCMAIQD87.jpg 
NoGuidinLight;2014-06-13 18:48;0;0;"Am I a Winchester/hunter now? :) #badselfie #Winchesterstyle #bored pic.twitter.com/cfBMeboQ5v";;;#badselfie #Winchesterstyle #bored;"477439812841275392";https://twitter.com/NoGuidinLight/status/477439812841275392;https://pbs.twimg.com/media/BqA0-mnIQAARR0c.jpg 
TheStreetCircus;2014-06-12 09:09;0;0;"I swear I'm 5 sometimes #cottoncandy #goldencorral #badselfie #ohwell #dontcare #nerdglasses pic.twitter.com/ZHYAwBn6eU";;;#cottoncandy #goldencorral #badselfie #ohwell #dontcare #nerdglasses;"476931763848368129";https://twitter.com/TheStreetCircus/status/476931763848368129;https://pbs.twimg.com/media/Bp5m6YYIMAAJ5Gt.jpg 
InstAgnesRose;2014-06-11 17:36;0;0;"#badselfie why does my iPhone hate me pic.twitter.com/DLSnfL9wDP";;;#badselfie;"476697074269192192";https://twitter.com/InstAgnesRose/status/476697074269192192;https://pbs.twimg.com/media/Bp2RdiZIAAAyvKS.jpg 
Writing_Styles;2014-06-11 06:21;0;0;"Fixing up the blue #ILookAwful #BadSelfie #Ew pic.twitter.com/hBetOOGhBq";;;#ILookAwful #BadSelfie #Ew;"476527193825501185";https://twitter.com/Writing_Styles/status/476527193825501185;https://pbs.twimg.com/media/Bpz29SUIIAACjXK.jpg 
mrgravelhart;2014-06-10 20:18;0;6;"Stole a pic from the Sistine Chapel. She don't tell on me cause your not supposed to. #MrGinItaly2014 #badselfie pic.twitter.com/PhBZLceFiG";;;#MrGinItaly2014 #badselfie;"476375342454947840";https://twitter.com/mrgravelhart/status/476375342454947840;https://pbs.twimg.com/media/Bpxs1crIYAA5yb8.jpg https://pbs.twimg.com/media/Bpxs2I4IMAAwgyY.jpg 
TequilaChiver;2014-06-10 16:52;2;9;"Lil arm workout and some cardio!! Let's kick some ass then Hit #Legday at Noon!! #fitfam #damo !! #badselfie pic.twitter.com/sOMPtNjDvd";;;#Legday #fitfam #damo #badselfie;"476323590241918977";https://twitter.com/TequilaChiver/status/476323590241918977;https://pbs.twimg.com/media/Bpw9x9zCAAEmj33.jpg 
Ashtontbagdr;2014-06-10 14:53;1;1;"#badselfie pic.twitter.com/LMRA1MMGBG";;;#badselfie;"476293542214914048";https://twitter.com/Ashtontbagdr/status/476293542214914048;https://pbs.twimg.com/media/Bpwic3VCEAAcvQG.jpg 
destinykayla_;2014-06-08 10:15;0;1;"Badselfie pic.twitter.com/kE2XysKw3q";;;;"475498775629549568";https://twitter.com/destinykayla_/status/475498775629549568;https://pbs.twimg.com/media/BplPndVIIAEXb6V.jpg 
KupiekakeSwag;2014-06-08 00:15;0;0;"#camping #Yosemite #badselfie pic.twitter.com/jzOWOLM7Rz";California, USA;;#camping #Yosemite #badselfie;"475347956455837696";https://twitter.com/KupiekakeSwag/status/475347956455837696;https://pbs.twimg.com/media/BpjGckDCEAA-u6e.jpg 
BrittniJensen;2014-06-07 13:54;0;0;"#badselfie pic.twitter.com/8tLnt9U6sE";Waterloo, IA;;#badselfie;"475191542160707584";https://twitter.com/BrittniJensen/status/475191542160707584;https://pbs.twimg.com/media/Bpg4MCXCQAAbBHE.jpg 
makvlog;2014-06-07 12:47;0;1;"@mreza_lilani I beat mine by 46 seconds #sore4days #badselfie pic.twitter.com/WTveVAWjUE";;@mreza_lilani;#sore4days #badselfie;"475174568597127168";https://twitter.com/makvlog/status/475174568597127168;https://pbs.twimg.com/media/BpgowD0CIAAnrB0.jpg 
TheYarina;2014-06-07 12:12;0;1;"#SuperYarina , here she comes! #badselfie #selfie #life #FF #studying #weekend #iwearblack pic.twitter.com/BTRFCSYUl2";Sunnyvale, CA;;#SuperYarina #badselfie #selfie #life #FF #studying #weekend #iwearblack;"475165797791170562";https://twitter.com/TheYarina/status/475165797791170562;https://pbs.twimg.com/media/BpggxoHCYAAf5FV.jpg 
MintedChoco;2014-06-06 01:14;0;1;"#BadSelfie Lil Gingerbread calmed down and now he's cuddly. :3 pic.twitter.com/nqtVlZeiO9";;;#BadSelfie;"474637988908236800";https://twitter.com/MintedChoco/status/474637988908236800;https://pbs.twimg.com/media/BpZAvGvIAAE6kpt.jpg 
josephsusannaaa;2014-06-05 08:03;0;0;"#badselfie pic.twitter.com/Yrd9HyZntM";;;#badselfie;"474378365345214464";https://twitter.com/josephsusannaaa/status/474378365345214464;https://pbs.twimg.com/media/BpVUnAFIMAE-5Hp.jpg 
zilla1909;2014-06-04 23:36;0;1;"Gonna smash this workout! #healthy #workout #badselfie pic.twitter.com/TAHw72L9vg";;;#healthy #workout #badselfie;"474250742032003073";https://twitter.com/zilla1909/status/474250742032003073;https://pbs.twimg.com/media/BpTgiTOCEAAdAyN.jpg 
Tarrrrrrrrrrra;2014-06-04 22:18;0;0;"#badselfie pic.twitter.com/WoDJAuxZPv";;;#badselfie;"474231239793065986";https://twitter.com/Tarrrrrrrrrrra/status/474231239793065986;https://pbs.twimg.com/media/BpTOzL-CQAAUr59.jpg 
HollyMatrimony;2014-06-04 02:04;1;1;"Never know who you will meet on the roads in #Muskoka ! Found @modefunction at the @JWMuskoka ! #badselfie #modeswag pic.twitter.com/HiMhWVtZTG";;@modefunction @JWMuskoka;#Muskoka #badselfie #modeswag;"473925611770376193";https://twitter.com/HollyMatrimony/status/473925611770376193;https://pbs.twimg.com/media/BpO41S-IAAAit20.jpg 
JamieLeeDenton;2014-06-03 09:07;0;4;"Glad I got to see @ohsweetvaleriee before she decides to take NY by storm #badselfie #loveyou pic.twitter.com/5lNW9i27YI";;@ohsweetvaleriee;#badselfie #loveyou;"473669789139738625";https://twitter.com/JamieLeeDenton/status/473669789139738625;https://pbs.twimg.com/media/BpLQKdJCUAAlBFm.jpg 
illestjayy25;2014-06-03 03:09;3;8;"#BadSelfie Bowling pic.twitter.com/XdBOKW79x7";;;#BadSelfie;"473579746358358016";https://twitter.com/illestjayy25/status/473579746358358016;https://pbs.twimg.com/media/BpJ-RPoIIAAMOHN.jpg 
marctricksey;2014-06-02 15:39;0;1;"@TheGoodShipJB @FlapperFleetham made it to your hood Dr Bleach #badselfie #kyoto pic.twitter.com/2i0hHQDpSR";Kyoto-shi Shimogyo, Kyoto;@TheGoodShipJB @FlapperFleetham;#badselfie #kyoto;"473406056568471552";https://twitter.com/marctricksey/status/473406056568471552;https://pbs.twimg.com/media/BpHgS0uIUAEVDas.jpg 
mendoza__65;2014-06-02 10:17;0;0;"When silver bullet got stuck lol #badselfie pic.twitter.com/YzWpCigAqa";;;#badselfie;"473325091321679872";https://twitter.com/mendoza__65/status/473325091321679872;https://pbs.twimg.com/media/BpGWqVHIUAA_ePB.jpg 
blondieflowers;2014-06-02 08:03;0;1;"#badselfie #selfie #familyselfie #selfiefail pic.twitter.com/BNb278mDM3";;;#badselfie #selfie #familyselfie #selfiefail;"473291307730108417";https://twitter.com/blondieflowers/status/473291307730108417;https://pbs.twimg.com/media/BpF378mIYAAkkFb.jpg 
michgwen26;2014-06-02 01:23;0;1;"Sometimes, we get goofy. Only every now and then... #baseball #badselfie #gomariners pic.twitter.com/ifJDJ0EqgD";;;#baseball #badselfie #gomariners;"473190712050479104";https://twitter.com/michgwen26/status/473190712050479104;https://pbs.twimg.com/media/BpEccTpCEAA79x5.jpg 
Pariskent461;2014-06-02 01:07;0;2;"#badselfie pic.twitter.com/PVwttmMfAc";;;#badselfie;"473186560989732865";https://twitter.com/Pariskent461/status/473186560989732865;https://pbs.twimg.com/media/BpEYqy3IMAAC-f0.jpg 
tombarrie;2014-06-01 06:48;1;7;"#badselfie with @KirstyLMitchell @katemagowan @mouthwaite and others pic.twitter.com/GmaYbhHs6X";;@KirstyLMitchell @katemagowan @mouthwaite;#badselfie;"472910121501466624";https://twitter.com/tombarrie/status/472910121501466624;https://pbs.twimg.com/media/BpAdP-2IIAEubRP.jpg 
MajorConfusion;2014-06-01 05:34;0;0;"Fun in the Steel City! #badselfie pic.twitter.com/FVykAobDaN";;;#badselfie;"472891333821337600";https://twitter.com/MajorConfusion/status/472891333821337600;https://pbs.twimg.com/media/BpAMKZiIcAADOnR.jpg 
BossRdz;2014-05-31 10:18;0;0;"Outfit earlier #badselfie pic.twitter.com/jDIr2otaeo";;;#badselfie;"472600585812705280";https://twitter.com/BossRdz/status/472600585812705280;https://pbs.twimg.com/media/Bo8DulNIYAACNDp.jpg 
mference97;2014-05-31 06:05;0;1;"#tribetime #badselfie pic.twitter.com/4C9hxgrFmp";;;#tribetime #badselfie;"472536694072147968";https://twitter.com/mference97/status/472536694072147968;https://pbs.twimg.com/media/Bo7Jm4pIQAArejf.jpg 
Writing_Styles;2014-05-31 04:53;0;1;"#badselfie my hair for anyone who cares... Have your opinions #whatever pic.twitter.com/5wtQhrGjaO";;;#badselfie #whatever;"472518731340738560";https://twitter.com/Writing_Styles/status/472518731340738560;https://pbs.twimg.com/media/Bo65SBkIEAEm6WU.jpg 
MrBaillargeon;2014-05-30 23:07;1;5;"@Ebpsmusic #selfieB #thesecretletterisB #badselfie #doublechin pic.twitter.com/J9yCa4S47c";;@Ebpsmusic;#selfieB #thesecretletterisB #badselfie #doublechin;"472431600119349248";https://twitter.com/MrBaillargeon/status/472431600119349248;https://pbs.twimg.com/media/Bo5qCTaIIAEnjm3.jpg 
scarletlily2000;2014-05-29 09:16;0;0;"THIS IS THE WORST #badselfie IVE EVER TAKEN! I'm so embarrassed!! pic.twitter.com/IFBABBJpQJ";;;#badselfie;"471860082842427392";https://twitter.com/scarletlily2000/status/471860082842427392;https://pbs.twimg.com/media/BoxiPerIUAApTzq.jpg 
hugscuthbert;2014-05-29 04:30;0;0;"I think me and my mum was a bit drunk that night... #badselfie pic.twitter.com/GuT5UakIdS";;;#badselfie;"471788045587742720";https://twitter.com/hugscuthbert/status/471788045587742720;https://pbs.twimg.com/media/Bowguf4CYAEAyRL.jpg 
waccius;2014-05-29 01:02;1;2;"En badselfie bjussar jag på pic.twitter.com/8WdRWc95lH";;;;"471735796861779970";https://twitter.com/waccius/status/471735796861779970;https://pbs.twimg.com/media/BovxNLgCQAAvuv0.jpg 
Sixty2K;2014-05-29 00:39;0;0;"@mofje badselfie xd pic.twitter.com/hGM2tYcOpZ";;@mofje;;"471730027886030849";https://twitter.com/Sixty2K/status/471730027886030849;https://pbs.twimg.com/media/Bovr9LCIQAAofHC.jpg 
empayarpemuda;2014-05-28 21:02;0;0;"Antena telefon pintar paling canggih dalam pasaran.. #selfie #monopod #badselfie pic.twitter.com/OasxXjeQtj";;;#selfie #monopod #badselfie;"471675406290935808";https://twitter.com/empayarpemuda/status/471675406290935808;https://pbs.twimg.com/media/Bou6R-hIYAAKQmA.jpg 
_Claire_LA;2014-05-27 22:01;0;0;"@SkyJohnnyNelson not my finest picture ever, but couldn't resist posting - and thanks for the autograph!! #badselfie pic.twitter.com/nbA7KAsupw";;@SkyJohnnyNelson;#badselfie;"471327882556760064";https://twitter.com/_Claire_LA/status/471327882556760064;https://pbs.twimg.com/media/Bop-NFnIQAAZFdj.jpg 
margito;2014-05-27 08:15;0;6;"Levanto la copa y brindo por mis hermanos @OmaRduf y @PDiazMusic que andan de cumpleaños. Miss ya dudes! #badselfie pic.twitter.com/sHc83rE7yw";;@OmaRduf @PDiazMusic;#badselfie;"471119958244876288";https://twitter.com/margito/status/471119958244876288;https://pbs.twimg.com/media/BonBGxFIMAAMnCw.jpg 
Tamimet;2014-05-26 22:42;0;0;"Twitterku beruban #badselfie #judulfilternya 'cool' pic.twitter.com/7lOirjn4oh";;;#badselfie #judulfilternya;"470975712023703552";https://twitter.com/Tamimet/status/470975712023703552;https://pbs.twimg.com/media/Bok96iECMAAZ-zE.jpg 
madamcamillia;2014-05-26 02:31;0;0;"#saveCLEkids @bellefairejcb @MsKHogan #badselfie pic.twitter.com/hffrC5vAHL";;@bellefairejcb @MsKHogan;#saveCLEkids #badselfie;"470671073835380736";https://twitter.com/madamcamillia/status/470671073835380736;https://pbs.twimg.com/media/Bogo2QbCQAA9FRu.jpg 
NCasey86;2014-05-25 22:35;0;1;"Waiting for @ShaunnyDawson where are you ? #badselfie #IWantBrunch #sundayfunday pic.twitter.com/N4fTI1mazT";;@ShaunnyDawson;#badselfie #IWantBrunch #sundayfunday;"470611592644534272";https://twitter.com/NCasey86/status/470611592644534272;https://pbs.twimg.com/media/Bofyv00CMAAk5oB.jpg 
Jordan_Nycole_L;2014-05-24 21:54;0;0;"I was snapchating my friend last night. I blinked. XD #golden #photo #badselfie #selfie pic.twitter.com/0YDkkdPmWN";;;#golden #photo #badselfie #selfie;"470238821431267328";https://twitter.com/Jordan_Nycole_L/status/470238821431267328;https://pbs.twimg.com/media/BoaftzxIYAAomvD.jpg 
TuckerThePug;2014-05-23 03:29;0;6;"AHH!! Mom!!! I did NOT get ready today. Put that phone down.. Put that phone DOWN!!! #badselfie #getawayfromme pic.twitter.com/Lt3YBN7Cvv";;;#badselfie #getawayfromme;"469598386426232832";https://twitter.com/TuckerThePug/status/469598386426232832;https://pbs.twimg.com/media/BoRZPh4IMAAVnKq.jpg 
ALAN_STARLING;2014-05-22 23:26;0;1;"With my favorite daughter. At my favorite place. We live here. @fsprague @rileylynn_star #badselfie #shitmydadsays pic.twitter.com/pvTWmaTtyc";;@fsprague @rileylynn_star;#badselfie #shitmydadsays;"469537273047187456";https://twitter.com/ALAN_STARLING/status/469537273047187456;https://pbs.twimg.com/media/BoQhqXeIMAAt73m.jpg 
gailbennell;2014-05-21 04:50;0;4;"@chacullen @cbryg @kevinhoneycutt thanks for sharing these... #SOEXCITEDRIGHTNOW #ILT2014 #badselfie .... pic.twitter.com/jlDkGxSW1J";;@chacullen @cbryg @kevinhoneycutt;#SOEXCITEDRIGHTNOW #ILT2014 #badselfie;"468894167419346944";https://twitter.com/gailbennell/status/468894167419346944;https://pbs.twimg.com/media/BoHYwmOIcAAGORA.jpg 
andinisetiamii;2014-05-20 05:14;0;1;"Badselfie . pic.twitter.com/dZI2tJ69Gs";;;;"468537784232202240";https://twitter.com/andinisetiamii/status/468537784232202240;https://pbs.twimg.com/media/BoCUodcCUAAfxJO.jpg 
megturvey;2014-05-20 03:43;0;0;"I literally can't smile.. Look #badselfie pic.twitter.com/WWRyR66ZWn";;;#badselfie;"468514789896249344";https://twitter.com/megturvey/status/468514789896249344;https://pbs.twimg.com/media/BoB_t60CIAAQOVt.jpg 
TieDyeCatz;2014-05-19 09:24;0;0;"bad selfie attempt #selfie #blackcraft #crewneck #work #badselfie pic.twitter.com/WsvOiwyEa0";;;#selfie #blackcraft #crewneck #work #badselfie;"468238324898209792";https://twitter.com/TieDyeCatz/status/468238324898209792;https://pbs.twimg.com/media/Bn-ERgbCYAAFzBp.jpg 
